mmsi;signalpower;ppm;received_at;station_id;msg_id;imo ( International Maritime Organization number);callsign;shipname;shiptype (https://api.vtexplorer.com/docs/ref-aistypes.html) faire table;to_port;to_bow;to_stern;to_starboard;eta (estimation destination);draught (The depth of water a ship needs to float.);destination;status;turn;speed;lat;lon;course;heading;aid_type;alt;count (nombre personne);msg_types;channels
540010350;-16.925385;-5.787037;02/09/2024 07:01;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.7;-22.276968;166.43677;236.8;511;NULL;NULL;3;262144;1
540010620;-12.668476;-1.157407;03/09/2024 06:22;0;NULL;NULL;FAC3554;NAEL;60;1;3;5;1;NULL;NULL;NULL;NULL;NULL;21.9;-22.284729;166.42702;40.7;511;NULL;NULL;13;17039360;3
540010660;-17.32654;-2.604167;30/04/2024 23:05;0;NULL;NULL;FAC4194;VULCAIN;36;2;14;0;2;NULL;NULL;NULL;NULL;NULL;0;-22.291067;166.43707;360;511;NULL;NULL;55;17039360;3
540010690;-15.126324;-5.497685;15/06/2024 06:30;0;NULL;NULL;FAC4204;HOOKIPA;36;4;6;5;0;NULL;NULL;NULL;NULL;NULL;0;-22.292168;166.43694;360;511;NULL;NULL;529;17039360;3
540010700;-11.260424;-1.157407;17/06/2024 00:40;0;NULL;0;FFZB;F/V LA RENAISSANCE;30;4;7;12;3;08-10T12:15Z;2.3;BANC ARGO;0;0;0.1;-22.26737;166.42482;225.8;95;NULL;NULL;603;42;3
540010790;-9.714498;-1.446759;03/09/2024 20:54;0;NULL;NULL;FAC6077;BOSS;52;2;7;10;3;NULL;NULL;NULL;NULL;NULL;102.3;-22.243473;166.41565;360;511;NULL;NULL;99;17039360;3
540010800;-2.154232;-2.604167;18/06/2024 01:16;0;NULL;0;FHQT;F/V LA VOIE DU NORD;30;2;7;11;4;00-00T24:60Z;2.6;;5;-128;0.1;-22.267374;166.42484;232.7;511;NULL;NULL;139;42;3
540010840;-15.011092;-3.472222;29/03/2024 00:19;0;NULL;NULL;;BOULEGUE;36;3;7;3;0;NULL;NULL;NULL;NULL;NULL;0;-22.292513;166.43698;360;511;NULL;NULL;32;17039360;3
540010900;-1.047994;-2.314815;18/06/2024 01:16;0;NULL;0;FHXA;AMBORELLA;30;3;14;10;4;00-00T24:60Z;1.6;;0;0;0;-22.275904;166.43918;255.7;86;NULL;NULL;1589;42;3
540010920;-18.549713;-3.472222;04/09/2024 07:10;0;NULL;NULL;VJN2892;GUILTY PLESURES;37;0;6;6;3;NULL;NULL;NULL;NULL;NULL;6.6;-22.28935;166.43181;188.7;511;NULL;NULL;153;17039360;3
540011140;-16.309235;-2.604167;04/09/2024 19:28;0;NULL;NULL;FAC7130;PILOTE NEA BALBUZARD;50;1;2;1;4;NULL;NULL;NULL;NULL;NULL;0;-22.275272;166.43939;299.7;511;NULL;NULL;463;17039360;3
540011300;-18.631569;-3.18287;03/09/2024 06:33;0;NULL;9643398;FICV;PRONY EXPRESS;40;5;17;24;6;09-03T07:15Z;2.5;NOUMEA;0;0;36.8;-22.330633;166.50778;87.9;86;NULL;NULL;11596;16777258;3
540011410;-19.552633;1.446759;01/04/2024 22:36;0;NULL;NULL;FAC7793;FISSA;36;2;8;4;4;NULL;NULL;NULL;NULL;NULL;0;-22.291733;166.43704;325.5;511;NULL;NULL;17;17039360;3
540011640;-18.193237;-2.314815;21/04/2024 01:45;0;NULL;NULL;FAC9040;SANCERRE;37;5;9;5;2;NULL;NULL;NULL;NULL;NULL;10;-22.31728;166.42946;312.6;511;NULL;NULL;218;17039360;3
540011660;-17.360678;-5.497685;16/06/2024 00:24;0;NULL;NULL;FAC9044;CHABLIS;36;3;5;8;4;NULL;NULL;NULL;NULL;NULL;3.9;-22.365532;166.36836;215.2;511;NULL;NULL;62;17039360;3
540011900;-2.1594;1.446759;04/09/2024 19:26;0;NULL;NULL;FGD9565;CHAMBON LARGADE;52;2;6;19;7;NULL;NULL;NULL;NULL;NULL;0;-22.265072;166.41902;273.5;511;NULL;NULL;2430;17039360;3
540011920;-16.591356;0.868056;01/09/2024 06:29;0;NULL;NULL;FAD2777;ORCA;37;4;8;4;4;NULL;NULL;NULL;NULL;NULL;0.1;-22.290081;166.43654;360;511;NULL;NULL;41;17039360;3
540011960;-19.1059;-2.893518;03/09/2024 20:43;0;NULL;NULL;FAD3111;LONG ISLAND;30;0;0;0;0;NULL;NULL;NULL;NULL;NULL;21.9;-22.294508;166.42654;150.8;150;NULL;NULL;505;17039360;3
540012100;-8.700106;-1.157407;20/03/2024 08:10;0;NULL;0;FIHQ;NANI;1;3;5;10;3;10-12T03:00Z;2.5;NOUMEA;5;-128;0;-22.24422;166.41551;90.8;511;NULL;NULL;458;40;3
540012200;-1.799424;0;04/09/2024 02:23;0;NULL;9674945;FIIL;ISAN;70;10;56;8;4;09-04T03:00Z;3.4;NOUMEA PORT (GR);5;0;0;-22.265251;166.4244;100.9;104;NULL;NULL;1511;42;3
540012260;-17.165813;-4.050926;04/09/2024 19:07;0;NULL;NULL;FAD5164;ABACA;36;1;4;9;6;NULL;NULL;NULL;NULL;NULL;0.1;-22.284737;166.43607;360;511;NULL;NULL;40;17039360;3
540012380;-5.623549;-2.604167;28/04/2024 01:55;0;NULL;NULL;FAD5395;LEON;37;0;0;0;0;NULL;NULL;NULL;NULL;NULL;6.7;-22.286903;166.42957;90.9;511;NULL;NULL;340;17039360;3
540012430;-14.979399;-2.314815;19/04/2024 22:02;0;NULL;NULL;;EBON HAWK;37;2;14;0;0;NULL;NULL;NULL;NULL;NULL;4.8;-22.296434;166.39235;254;511;NULL;NULL;59;17039360;3
540012700;-11.23287;-1.736111;09/05/2024 02:38;0;NULL;9309760;FIWT;EMILE VIRATELLE;52;8;4;24;2;03-09T11:15Z;4;NOUMEA;0;-128;0;-22.273008;166.42761;0;511;NULL;NULL;21158;42;3
540013070;-12.995706;-3.18287;14/04/2024 00:28;0;NULL;NULL;FQ5114;NULL;37;3;8;0;0;NULL;NULL;NULL;NULL;NULL;25.800001;-22.285042;166.42603;218;212;NULL;NULL;11;17039360;3
540013100;-13.384742;-1.446759;02/09/2024 02:05;0;NULL;9859040;FLDD;FV/DREHU;30;3;17;4;4;00-00T24:60Z;0;;15;0;7.2;-22.2494;166.3712;243.6;241;NULL;NULL;1353;42;3
540013200;-3.979226;-1.446759;15/06/2024 00:20;0;NULL;9859002;FLDE;FV/DRUBEA-KAPUME;30;3;17;4;4;00-00T24:60Z;0;NOUMEA;8;0;0;-22.266912;166.42336;250.3;108;NULL;NULL;140;42;3
540013300;-15.181875;-2.314815;14/06/2024 05:53;0;NULL;9876282;FLWB;F/V IAAI;30;4;14;7;3;00-00T24:60Z;0;HAVANNAH;0;0;8.400001;-22.291899;166.40323;137.8;140;NULL;NULL;511;42;3
540013400;-4.705352;-1.446759;14/06/2024 01:14;0;NULL;9876309;FLWC;F/V PAICI-CEMUHI;30;4;14;7;3;00-00T24:60Z;0;*;8;0;0;-22.266886;166.42334;130.1;107;NULL;NULL;290;42;3
540013500;-2.887374;-2.025463;19/04/2024 01:32;0;NULL;9876294;FLWD;F/V NENGONE;30;4;14;7;3;00-00T24:60Z;2.5;NOUMEAA;0;0;0;-22.26706;166.42384;116.200005;108;NULL;NULL;1516;42;3
540013700;-6.325259;-1.446759;02/09/2024 22:17;0;NULL;9903152;FMMB;F/V HOOT MA WHAAP;30;3;9;12;4;00-00T24:60Z;2.2;;8;0;0;-22.274221;166.4283;321.1;319;NULL;NULL;694;42;3
540013800;-1.383522;-0.868056;17/06/2024 23:08;0;NULL;9903164;FMMC;F/V AJIE ARHO;30;3;9;12;4;05-11T06:30Z;0;NEA;0;127;0;-22.26712;166.424;155.5;112;NULL;NULL;390;42;3
540014100;-6.119797;-0.289352;04/09/2024 19:28;0;NULL;0;FMNY;RHUMB MELBA;99;2;8;8;4;09-05T09:30Z;2.4;VALLON DRE;3;-128;0;-22.243256;166.41571;266.30002;511;NULL;NULL;306;42;3
540014120;-14.783212;-2.314815;04/09/2024 19:25;0;NULL;NULL;;LARIMAR;36;0;0;0;0;NULL;NULL;NULL;NULL;NULL;0.1;-22.285915;166.4336;270.30002;511;NULL;NULL;2078;17039360;3
540014370;-11.513;8.680555;28/04/2024 04:26;0;NULL;NULL;FILH;DIPSI;36;2;13;1;2;NULL;NULL;NULL;NULL;NULL;3.1;-22.276669;166.43571;75.200005;511;NULL;NULL;52;17039360;3
540014400;-16.585144;-1.446759;03/09/2024 04:11;0;NULL;9901520;FMRC;CYATHEA;52;8;12;18;5;06-19T08:00Z;5.2;NOUMEA;5;0;9.3;-22.339993;166.49846;115.4;119;NULL;NULL;8724;42;3
540014820;-11.891213;-0.578704;28/04/2024 05:50;0;NULL;9812937;FJXZ;MARY D SEVEN;66;6;15;23;2;00-00T24:60Z;1.2;NOUMEA(PORT MOSELLE);0;0;1.1;-22.276487;166.44081;85.1;86;NULL;NULL;2003;42;3
540015010;-12.538305;-3.18287;20/04/2024 05:35;0;NULL;NULL;;TIALITY;37;3;8;4;3;NULL;NULL;NULL;NULL;NULL;0.2;-22.278316;166.4368;190.2;45;NULL;NULL;236;17039360;3
540015610;-15.518572;-2.604167;02/09/2024 22:48;0;NULL;NULL;FAE9536;MAMMAMIA;36;4;14;1;0;NULL;NULL;NULL;NULL;NULL;3.8;-22.288692;166.43648;56.7;511;NULL;NULL;41;17039360;3
540015620;-18.276922;-1.736111;15/06/2024 07:19;0;NULL;0;FAE9637;SNS163;51;3;8;8;2;00-00T17:58Z;1.5;BAIE N GO;15;0;18;-22.32883;166.53296;92.4;93;NULL;NULL;9635;42;3
540015870;-15.320439;-2.025463;15/06/2024 01:23;0;NULL;NULL;FAF2368;HAVITI;60;1;3;4;1;NULL;NULL;NULL;NULL;NULL;3.3;-22.27711;166.43666;216.40001;511;NULL;NULL;341;17039360;3
540015980;-10.401039;-1.157407;02/09/2024 07:18;0;NULL;NULL;FJ8401;M/V ARK-A-TEK;37;1;13;2;3;NULL;NULL;NULL;NULL;NULL;0.1;-22.291826;166.43654;44.600002;511;NULL;NULL;173;17039360;3
540016030;-18.897177;1.446759;03/09/2024 06:04;0;NULL;NULL;;BRS1 ROMEO;51;0;0;0;0;NULL;NULL;NULL;NULL;NULL;26.6;-22.277454;166.43391;54.8;511;NULL;NULL;20;17039360;3
540016230;-13.132977;-6.076389;04/09/2024 07:37;0;NULL;NULL;FL5468;AXIANS UNTOUCHABLE;36;0;0;0;0;NULL;NULL;NULL;NULL;NULL;0;-22.290836;166.43686;360;143;NULL;NULL;614;17039360;3
540016470;-2.998677;-2.604167;16/03/2024 05:18;0;NULL;NULL;;BRER FOX;37;1;7;6;3;NULL;NULL;NULL;NULL;NULL;0;-22.293055;166.4376;360;511;NULL;NULL;56;17039360;3
540016540;-18.34715;-4.050926;02/09/2024 20:59;0;NULL;NULL;FAF5639;UJJAYI;37;3;6;6;4;NULL;NULL;NULL;NULL;NULL;6.2;-22.286966;166.42207;254.6;511;NULL;NULL;20;17039360;3
540016590;-6.750665;0.868056;16/03/2024 05:40;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23.5;-22.261251;166.41612;130.40001;511;NULL;NULL;1;262144;1
540016630;-17.595816;-5.497685;31/03/2024 06:32;0;NULL;NULL;FAF6348;NULL;60;1;4;4;1;NULL;NULL;NULL;NULL;NULL;6.8;-22.276394;166.43657;70;511;NULL;NULL;16;17039360;3
540016680;-17.802856;-5.787037;04/09/2024 19:28;0;NULL;NULL;FAF6359;GREEN DOG;60;0;0;0;0;NULL;NULL;NULL;NULL;NULL;27.7;-22.267004;166.42503;308.80002;511;NULL;NULL;78;17039360;3
540017040;-16.499033;-2.314815;24/03/2024 04:55;0;NULL;NULL;FJ9391;DIOGENE;36;3;11;0;0;NULL;NULL;NULL;NULL;NULL;0;-22.277613;166.43858;360;511;NULL;NULL;29;17039360;3
540017050;-17.315943;-7.233796;04/09/2024 07:05;0;NULL;NULL;FAF7566;MIA;60;0;0;0;0;NULL;NULL;NULL;NULL;NULL;0;-22.27732;166.43767;360;226;NULL;NULL;50;17039360;3
540017090;-15.04903;-4.050926;02/09/2024 22:39;0;NULL;NULL;FGE4828;ORLI;37;2;5;8;2;NULL;NULL;NULL;NULL;NULL;18.4;-22.26434;166.38258;305.5;303;NULL;NULL;38;17039360;3
540017180;-18.517433;-2.025463;03/09/2024 20:52;0;NULL;NULL;FAF8085;TAMANOU;60;1;2;5;2;NULL;NULL;NULL;NULL;NULL;0;-22.277231;166.43633;360;511;NULL;NULL;83;17039360;3
540017360;-16.730806;-1.736111;01/09/2024 06:09;0;NULL;NULL;FAF8618;BAGGALA;37;4;7;7;4;NULL;NULL;NULL;NULL;NULL;0;-22.275919;166.44066;360;511;NULL;NULL;85;17039360;3
540017510;-14.412413;-0.578704;04/09/2024 19:28;0;NULL;NULL;FVLE;MAYUMBA;37;1;11;4;4;NULL;NULL;NULL;NULL;NULL;0.1;-22.28461;166.44032;35.3;511;NULL;NULL;1579;17039360;3
540017550;-18.630526;-1.736111;29/03/2024 01:59;0;NULL;9849095;FLUZ;F/V SAINT GABRIEL;30;3;11;11;4;03-20T06:30Z;2.2;NOUMEA;0;-128;8;-22.366049;166.56459;111;511;NULL;NULL;577;42;3
540017560;-18.477379;-0.578704;14/06/2024 05:08;0;NULL;9849100;FLVG;F/V SAINT MICHEL;30;3;11;11;4;00-00T24:60Z;0;;2;-128;7.8;-22.232243;166.3259;286;511;NULL;NULL;414;42;3
540017570;-17.505423;-2.025463;02/09/2024 00:58;0;NULL;9849112;FLVH;F/V SAINT RAPHAEL;30;3;11;11;4;00-00T24:60Z;0;;0;-128;7.9;-22.265055;166.35738;226.5;511;NULL;NULL;1915;42;3
540017830;-13.586949;-1.446759;17/03/2024 06:22;0;NULL;NULL;FAG2914;NIRVANA;50;0;0;0;0;NULL;NULL;NULL;NULL;NULL;5.2;-22.281513;166.40349;285;511;NULL;NULL;42;17039360;3
540018120;-17.777851;-8.101851;03/09/2024 01:48;0;NULL;NULL;FAG5940;FIRST EDITION;60;2;4;4;2;NULL;NULL;NULL;NULL;NULL;0.1;-22.2722;166.42801;360;511;NULL;NULL;309;17039360;3
540018990;-11.669369;-2.314815;18/06/2024 01:16;0;NULL;NULL;;CAPTAIN MAC;37;3;127;511;3;NULL;NULL;NULL;NULL;NULL;0;-22.2853;166.44133;0;511;NULL;NULL;148;17039360;3
540019050;-17.66866;-0.289352;22/03/2024 22:47;0;NULL;NULL;FAG9847;L'ARGO;36;3;6;6;4;NULL;NULL;NULL;NULL;NULL;4.3;-22.289652;166.40373;270;511;NULL;NULL;5;17039360;3
540019310;-13.263161;-2.314815;16/05/2024 04:00;0;NULL;NULL;FQ8427;PANDORA;37;0;0;0;0;NULL;NULL;NULL;NULL;NULL;7;-22.292631;166.39622;246;511;NULL;NULL;30;17039360;3
540019360;-19.698809;-1.157407;03/04/2024 04:03;0;NULL;NULL;FAH3847;CARLINE;37;3;7;6;3;NULL;NULL;NULL;NULL;NULL;5.9;-22.324068;166.43098;336;511;NULL;NULL;36;17039360;3
540019370;-10.026933;1.157407;17/03/2024 05:50;0;NULL;NULL;FAH3850;CALLUNE;37;4;7;6;4;NULL;NULL;NULL;NULL;NULL;0.1;-22.275972;166.4405;360;511;NULL;NULL;50;17039360;3
540019380;-19.083763;-2.893518;07/05/2024 23:00;0;NULL;NULL;FAH3851;BUGRANE;37;4;7;6;4;NULL;NULL;NULL;NULL;NULL;8.1;-22.28066;166.43018;206.40001;511;NULL;NULL;60;17039360;3
540019410;-17.173956;2.025463;02/05/2024 00:41;0;NULL;NULL;FAH3857;BRYONE;37;4;7;6;4;NULL;NULL;NULL;NULL;NULL;0.1;-22.277205;166.43636;360;511;NULL;NULL;37;17039360;3
540019580;-16.326782;-1.157407;17/06/2024 00:20;0;NULL;NULL;FAH4573;FAT DOG;37;1;4;5;2;NULL;NULL;NULL;NULL;NULL;4.2;-22.289116;166.43712;237.90001;511;NULL;NULL;46;17039360;3
540019950;-15.886779;0.868056;04/05/2024 22:59;0;NULL;NULL;FAH5445;CIPANGO;36;2;7;4;2;NULL;NULL;NULL;NULL;NULL;4.8;-22.288233;166.43117;107.9;110;NULL;NULL;72;17039360;3
540020040;-18.131578;2.604167;28/04/2024 07:58;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;-22.276814;166.35939;44.600002;511;NULL;NULL;4;262144;3
540020360;-13.374864;-2.893518;04/05/2024 22:14;0;NULL;NULL;FAH7764;DOOMA;37;2;3;6;2;NULL;NULL;NULL;NULL;NULL;6.3;-22.2763;166.4375;83.200005;511;NULL;NULL;35;17039360;3
540020370;-1.714129;-2.025463;01/09/2024 06:46;0;NULL;NULL;FAH8087;LAURENA DELTA;37;5;6;11;5;NULL;NULL;NULL;NULL;NULL;0.1;-22.278425;166.43689;360;511;NULL;NULL;316;17039360;3
540020410;-11.442927;-3.18287;27/04/2024 00:50;0;NULL;NULL;FQUX;THE ONE;37;2;7;13;2;NULL;NULL;NULL;NULL;NULL;9.1;-22.286486;166.42827;289.9;511;NULL;NULL;9;17039360;3
540020830;-4.573008;-4.918982;03/09/2024 04:58;0;NULL;NULL;FAJ2603;TAITTINGER;37;3;9;5;2;NULL;NULL;NULL;NULL;NULL;3.9;-22.2859;166.42738;110.4;511;NULL;NULL;59;17039360;3
540020940;-10.629805;-3.472222;04/05/2024 22:41;0;NULL;NULL;FAJ2619;LEVI;37;1;0;0;5;NULL;NULL;NULL;NULL;NULL;12.5;-22.291542;166.42078;198.5;198;NULL;NULL;6;17563648;3
540021220;-13.288481;-3.472222;04/09/2024 07:22;0;NULL;NULL;;SNATCH N FURIOUS;36;0;0;0;0;NULL;NULL;NULL;NULL;NULL;1.6;-22.292282;166.43733;130.6;511;NULL;NULL;577;17039360;3
540021360;-18.620703;-8.391204;04/09/2024 07:40;0;NULL;NULL;FGG8210;MULEQUE;37;0;0;0;0;NULL;NULL;NULL;NULL;NULL;1.3;-22.292852;166.437;199.90001;511;NULL;NULL;183;17039360;3
540021510;-21.650984;-1.736111;20/04/2024 03:08;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11.6;-22.216377;166.38023;63.9;511;NULL;NULL;1;262144;1
540021540;-15.522909;-2.314815;30/03/2024 23:00;0;NULL;NULL;FAJ7025;UNDERCOVER;37;2;6;6;2;NULL;NULL;NULL;NULL;NULL;1.6;-22.288507;166.43277;288.2;511;NULL;NULL;15;17039360;3
540021580;-15.501052;-2.314815;04/09/2024 19:27;0;NULL;NULL;FAJ7332;OCEANE;37;1;8;7;3;NULL;NULL;NULL;NULL;NULL;0;-22.289366;166.43811;360;511;NULL;NULL;164;17039360;3
540021610;-12.786005;-2.604167;01/09/2024 06:22;0;NULL;NULL;NULL;MUREX;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.400001;-22.28735;166.42406;39.2;43;NULL;NULL;5;17039360;3
540021680;-4.508761;-4.62963;04/09/2024 19:28;0;NULL;0;FAJ8322;CAMBRIA;52;3;6;10;2;04-04T18:00Z;2.4;NUMBO;0;-128;0;-22.243032;166.41573;360;511;NULL;NULL;12509;42;3
540022090;-15.431107;-8.101851;15/06/2024 06:29;0;NULL;NULL;FAJ9807;LOUBAROU;37;2;5;5;2;NULL;NULL;NULL;NULL;NULL;0;-22.292454;166.4376;360;511;NULL;NULL;249;17039360;3
540022330;-16.747927;-0.289352;01/09/2024 02:47;0;NULL;NULL;FAK3443;YOUNG GUNS;36;0;0;0;0;NULL;NULL;NULL;NULL;NULL;0;-22.27802;166.4372;215.2;511;NULL;NULL;148;17039360;3
540022360;-14.569649;-3.18287;29/03/2024 21:04;0;NULL;NULL;NULL;SDF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;16777216;3
540022460;-18.159218;-1.446759;13/04/2024 21:43;0;NULL;NULL;FAK4606;N'DUI;52;1;3;9;4;NULL;NULL;NULL;NULL;NULL;0;-22.242922;166.41592;360;511;NULL;NULL;31;17039360;3
540022530;-17.027544;-4.62963;31/08/2024 20:30;0;NULL;NULL;FAK5122;MACHA II;37;1;3;3;1;NULL;NULL;NULL;NULL;NULL;46.3;-22.240555;166.45825;338.30002;511;NULL;NULL;44;17039360;3
540022590;-17.395649;-3.761574;04/09/2024 07:05;0;NULL;NULL;FAK5594;COMMANDOG;60;1;3;5;2;NULL;NULL;NULL;NULL;NULL;4;-22.289133;166.43802;270.4;511;NULL;NULL;563;17039360;3
540022720;-11.034373;-4.340278;02/09/2024 03:32;0;NULL;NULL;FAK6250;MY CLOUD;37;4;7;7;4;NULL;NULL;NULL;NULL;NULL;0;-22.289476;166.43854;360;511;NULL;NULL;1592;17039360;3
540022950;-13.407295;-2.314815;17/06/2024 00:13;0;NULL;NULL;FGA2641;MALOYA;36;4;9;3;0;NULL;NULL;NULL;NULL;NULL;0;-22.28523;166.4413;360;287;NULL;NULL;103;17039360;3
540023140;-5.221375;-7.523148;04/09/2024 19:28;0;NULL;0;FAK7469;BULLDOG;52;4;7;9;2;08-27T09:30Z;2.5;NUMBO;11;-128;0;-22.243011;166.41568;360;511;NULL;NULL;17232;16777258;3
540023220;-18.487268;-2.604167;08/05/2024 01:13;0;NULL;NULL;;MALUCO;36;3;7;3;0;NULL;NULL;NULL;NULL;NULL;0;-22.29218;166.43846;182.7;511;NULL;NULL;4;17039360;3
540023230;-16.250967;-4.050926;04/09/2024 07:52;0;NULL;NULL;FAK8237;BALANCELLE;36;3;7;5;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;16777216;3
540023330;-12.02385;-4.918982;04/09/2024 07:38;0;NULL;NULL;FT7121;TOO FARR OUT;37;4;8;4;0;NULL;NULL;NULL;NULL;NULL;0;-22.291769;166.43756;360;511;NULL;NULL;169;17039360;3
540108000;-19.971127;-1.157407;04/09/2024 19:28;0;NULL;NULL;FKWB;S/V NORMA;36;3;15;0;4;NULL;NULL;NULL;NULL;NULL;0;-22.290424;166.43636;353.30002;511;NULL;NULL;1782;17039360;3
540111000;-8.098221;0.289352;04/09/2024 19:28;0;NULL;NULL;FOOV;TAMANOU;52;9;10;20;0;NULL;NULL;NULL;NULL;NULL;0;-22.265152;166.419;360;511;NULL;NULL;4196;17039360;3
540119000;-15.771679;-3.761574;04/09/2024 19:14;0;NULL;NULL;FOTW;ORO;36;5;7;7;2;NULL;NULL;NULL;NULL;NULL;0.3;-22.284273;166.43648;210;210;NULL;NULL;523;17039360;3
546015460;-9.321749;-0.868056;04/09/2024 19:26;0;NULL;NULL;FAG4769;AMAZONE;36;3;16;0;3;NULL;NULL;NULL;NULL;NULL;0.1;-22.27762;166.43686;229.7;511;NULL;NULL;3324;17039360;3
546019590;-17.19705;-4.918982;08/05/2024 22:33;0;NULL;NULL;FAJ2408;UNAVOQ II;36;2;7;6;5;NULL;NULL;NULL;NULL;NULL;1.8;-22.285582;166.43144;162.3;511;NULL;NULL;189;17039360;3
563024900;-18.626942;0;14/03/2024 07:54;0;NULL;9743502;9V3438;MANDALAY;74;22;170;19;8;03-17T23:30Z;8.900001;AUBNE;5;0;14.900001;-22.292355;166.32283;225.6;224;NULL;NULL;90;42;3
563026300;-5.094355;-0.289352;02/04/2024 06:44;0;NULL;9793272;9V5544;CHALLENGE PRIME;80;8;147;36;24;04-01T17:00Z;8.400001;NOUMEA;5;0;0;-22.2373;166.4035;211.2;99;NULL;NULL;28;40;3
563032400;-12.671452;-1.446759;13/06/2024 09:22;0;NULL;9793284;9V5639;CHALLENGE POLLUX;80;8;147;36;24;06-11T19:00Z;8.900001;NC NOU;5;0;0;-22.237295;166.40353;7;105;NULL;NULL;50;40;3
563062500;-9.11369;-0.578704;27/03/2024 06:45;0;NULL;9821457;9V5993;SOUTHERN PEARL;70;8;92;18;14;03-30T04:00Z;6.8;SANTO;5;0;0;-22.263802;166.4317;121.1;284;NULL;NULL;17;40;3
563089800;-16.432003;-1.157407;27/03/2024 06:46;0;NULL;9849253;9V6168;RESOLVE II;80;10;147;36;22;03-26T13:01Z;8.400001;NC NOU;5;0;0;-22.237125;166.40358;304.80002;103;NULL;NULL;6;40;3
563179600;-17.173822;-2.604167;20/04/2024 05:37;0;NULL;9960291;9V6425;PARTRIDGE PACIFIC;80;4;147;36;28;04-20T00:01Z;7.6;NOUMEA,NC;5;0;0;-22.237154;166.40366;30.7;105;NULL;NULL;236;42;3
563214700;-7.783611;-4.918982;03/09/2024 07:17;0;NULL;9675808;9V9419;NPDL TAHITI;70;16;130;18;7;09-05T17:00Z;8.7;LAUTOKA;5;0;0;-22.26402;166.43207;352.1;284;NULL;NULL;590;42;3
563324000;-14.498735;-0.289352;17/06/2024 05:29;0;NULL;9614505;9V9713;KIRIBATI CHIEF;74;15;183;17;13;06-30T00:00Z;8.900001;THSRI;0;6;11.8;-22.244484;166.38376;236.1;236;NULL;NULL;895;42;3
563709000;-3.747888;0.868056;02/05/2024 09:00;0;NULL;9614517;9V9714;MAJURO CHIEF;74;15;186;14;13;05-01T20:00Z;8;NCNOU;5;-3;0.1;-22.26415;166.43259;226;102;NULL;NULL;1569;42;3
563991000;-17.049704;-0.868056;13/06/2024 01:31;0;NULL;9614529;9V9832;APIA CHIEF;74;12;180;20;16;06-11T18:00Z;8.400001;FJLTK;0;-1;16.5;-22.36102;166.54924;109.4;109;NULL;NULL;379;42;3
564135000;-12.662903;-0.868056;09/05/2024 02:37;0;NULL;9614531;9V9715;NOUMEA CHIEF;70;15;186;14;13;05-09T00:00Z;8.900001;NCNOU;1;0;0.2;-22.247875;166.39972;51;112;NULL;NULL;286;42;3
566556000;-8.717428;-1.736111;27/04/2024 00:45;0;NULL;9607203;9V2921;BW KESTREL;80;9;150;33;23;04-26T04:00Z;8;VU VLI>NC NOU;5;0;0;-22.256687;166.43413;65.4;142;NULL;NULL;31;40;3
566866000;-3.910894;-0.289352;14/06/2024 01:12;0;NULL;9614476;9V9710;SAMOA CHIEF;74;15;180;20;13;06-17T21:00Z;9;NZ AKL;5;0;0.2;-22.264338;166.43336;19;106;NULL;NULL;81;40;3
566908000;-8.618322;-0.868056;29/03/2024 02:07;0;NULL;9614488;9V9711;PORT VILA CHIEF;74;15;180;20;13;03-28T16:00Z;8.3;NCNOU;5;-2;0.1;-22.26414;166.43222;228.5;105;NULL;NULL;71;40;3
578000200;-18.63599;-2.893518;08/03/2024 07:46;0;NULL;9641675;FIHV;LE SOLEAL;60;9;51;91;9;03-08T19:00Z;5;LIFOU;0;0;12.3;-22.340923;166.49294;112.1;110;NULL;NULL;239;42;3
636017164;-2.525731;-2.025463;18/06/2024 01:14;0;NULL;9226815;A8ET4;ARKADIA;70;4;153;17;20;06-16T14:00Z;9.7;NC NOU;5;0;0;-22.264204;166.43256;285.80002;104;NULL;NULL;109;42;3
636019841;-18.193825;-0.868056;13/06/2024 06:55;0;NULL;9228576;ELZC6;MSC NILA II;0;7;167;21;23;06-15T18:00Z;8.900001;SUVA;0;0;16.800001;-22.293869;166.40233;140.1;140;NULL;NULL;69;42;3
636020440;-7.971287;-1.736111;29/03/2024 02:06;0;NULL;9236585;D5ZG3;MSC KANU F;70;18;137;22;6;03-25T20:00Z;9.400001;NOUMEA,NEW CALEDONIA;5;0;0;-22.264675;166.4346;183;105;NULL;NULL;70;16777256;3
