"mmsi","signalpower","ppm","received_at","station_id","msg_id","imo","callsign","shipname","shiptype","to_port","to_bow","to_stern","to_starboard","eta","draught","destination","status","turn","speed","lat","lon","course","heading","aid_type","alt","count","msg_types","channels"
"503106750","0","0","2024-10-04 04:04:05","0",1,NULL,NULL,"RUTH PARK           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.864670000000004","151.20084",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"248000135","0","0","2024-10-04 04:04:07","0",3,NULL,NULL,"FRIVOLOUS           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.869901666666664","151.18004833333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503012800","0","0","2024-10-04 04:04:07","0",1,NULL,NULL,"OSCAR 2             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.870115","151.1871933333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503100460","0","0","2024-10-04 04:04:14","0",1,NULL,NULL,"ESME TIMBERY        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.865249999999996","151.2008933333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106740","0","0","2024-10-04 04:04:15","0",1,NULL,NULL,"LIZ ELLIS           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.855466666666665","151.18789333333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503039350","0","0","2024-10-04 04:04:20","0",3,NULL,NULL,"RHEMTIDE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86384","151.19544",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503352000","0","0","2024-10-04 04:04:34","0",3,NULL,NULL,"BULLARA             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85642","151.18859333333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503042780","0","0","2024-10-04 04:04:47","0",3,NULL,NULL,"GHOST II            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.848353333333336","151.24088333333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"319106500","0","0","2024-10-04 04:04:54","0",3,NULL,NULL,"BOMBALA             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86792666666666","151.25591",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503702600","0","0","2024-10-04 04:05:10","0",3,NULL,NULL,"ELWING              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85570833333333","151.18922",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503384300","0","0","2024-10-04 04:05:11","0",3,NULL,NULL,"PB PLENTY           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96751833333333","151.21999333333332",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"311000481","0","0","2024-10-04 04:05:12","0",3,NULL,NULL,"ICS RELIANCE        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.83970166666667","151.18582",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503016950","0","0","2024-10-04 04:05:16","0",1,NULL,NULL,"PV SINCLAIR         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96846333333333","151.22050666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566952000","0","0","2024-10-04 04:05:25","0",3,NULL,NULL,"APL SAVANNAH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.97039","151.20649999999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503016010","0","0","2024-10-04 04:05:29","0",3,NULL,NULL,"MACLEAY             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.867095","151.22288166666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"538007938","0","0","2024-10-04 04:05:45","0",3,NULL,NULL,"CAPTAIN THANASIS I  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.968646666666665","151.213585",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503334000","0","0","2024-10-04 04:05:45","0",3,NULL,NULL,"MERCATOR 1          ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.841633333333334","151.19313833333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503056750","0","0","2024-10-04 04:06:08","0",3,NULL,NULL,"SVITZER WARRAWEE    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.967325","151.219935",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"636015685","0","0","2024-10-04 04:06:09","0",3,NULL,NULL,"GSL CHRISTEL ELISABE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.971041666666665","151.21380666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503858116","0","0","2024-10-04 04:10:18","0",3,NULL,NULL,"SVITZER WARANG      ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96769333333334","151.220155",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106790","0","0","2024-10-04 04:12:09","0",1,NULL,NULL,"BALMORAL            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85499166666667","151.24852166666668",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503621600","0","0","2024-10-04 04:27:14","0",1,NULL,NULL,"RIVERSIDE AVALON    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.83414666666667","151.28907333333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503603000","0","0","2024-10-04 04:49:53","0",3,NULL,NULL,"FRESHWATER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86087333333333","151.21127333333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"636019841","0","0","2024-10-04 04:54:53","0",3,NULL,NULL,"MSC NILA II         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96763833333333","151.21740166666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"352002083","0","0","2024-10-04 05:24:35","0",3,NULL,NULL,"GOLDEN AXIS         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.97625166666667","151.21031499999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503650800","0","0","2024-10-04 05:29:10","0",3,NULL,NULL,"RESPONSE 2          ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96861333333333","151.21994666666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106720","0","0","2024-10-04 09:20:14","0",1,NULL,NULL,"KURT FEARNLEY       ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.81804","151.04369333333335",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"311000481","0","0","2024-10-04 09:20:14","0",3,NULL,NULL,"ICS RELIANCE        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.83971833333333","151.185815",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503384300","0","0","2024-10-04 09:20:14","0",3,NULL,NULL,"PB PLENTY           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96753833333334","151.22002333333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503090160","0","0","2024-10-04 09:20:17","0",1,NULL,NULL,"ME-MEL              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86303","151.19738666666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503376400","0","0","2024-10-04 09:20:19","0",3,NULL,NULL,"MARJORIE JACKSON    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.84343333333333","151.12606666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503376600","0","0","2024-10-04 09:20:20","0",1,NULL,NULL,"MARLENE MATHEWS     ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.84935","151.19141499999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503376700","0","0","2024-10-04 09:20:20","0",3,NULL,NULL,"SHANE GOULD         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.8548","151.18836666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503161930","0","0","2024-10-04 09:20:21","0",3,NULL,NULL,"FRANCES BODKIN      ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85925666666667","151.19828",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566952000","0","0","2024-10-04 09:20:24","0",3,NULL,NULL,"APL SAVANNAH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.970395","151.20651166666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503344900","0","0","2024-10-04 09:20:24","0",1,NULL,NULL,"ALEXANDER           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.860883333333334","151.2106",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503345400","0","0","2024-10-04 09:20:26","0",3,NULL,NULL,"FRIENDSHIP          ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.859188333333336","151.21129666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503650800","0","0","2024-10-04 09:20:26","0",3,NULL,NULL,"RESPONSE 2          ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.994996666666665","151.21606666666668",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503345500","0","0","2024-10-04 09:20:26","0",1,NULL,NULL,"GOLDEN GROVE        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.849145","151.21019166666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503059930","0","0","2024-10-04 09:20:26","0",3,NULL,NULL,"MAY GIBBS           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.860525","151.21037833333332",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503730800","0","0","2024-10-04 09:20:27","0",1,NULL,NULL,"PV SHARP            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.855583333333335","151.20292",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503016010","0","0","2024-10-04 09:20:29","0",3,NULL,NULL,"MACLEAY             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.867105","151.22285666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503056750","0","0","2024-10-04 09:20:30","0",1,NULL,NULL,"SVITZER WARRAWEE    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.967241666666666","151.21990833333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503376200","0","0","2024-10-04 09:20:31","0",3,NULL,NULL,"DAWN FRASER         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.843383333333335","151.1274",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503058420","0","0","2024-10-04 09:20:34","0",3,NULL,NULL,"BUNGAREE            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85597","151.2314966666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503100460","0","0","2024-10-04 09:20:34","0",1,NULL,NULL,"ESME TIMBERY        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.865226666666665","151.20087999999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106750","0","0","2024-10-04 09:20:35","0",3,NULL,NULL,"RUTH PARK           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.856136666666664","151.22824",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503345700","0","0","2024-10-04 09:20:36","0",3,NULL,NULL,"SIRIUS              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.872528333333335","151.24285",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503004360","0","0","2024-10-04 09:20:37","0",3,NULL,NULL,"SVITZER WARATAH     ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.855915","151.18906",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503344800","0","0","2024-10-04 09:20:38","0",1,NULL,NULL,"SUPPLY              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.83842166666667","151.2322",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503100470","0","0","2024-10-04 09:20:42","0",1,NULL,NULL,"MARGARET OLLEY      ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.84029666666667","151.11704",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503100480","0","0","2024-10-04 09:20:43","0",3,NULL,NULL,"RUBY LANGFORD       ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85973666666667","151.21076",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"538007938","0","0","2024-10-04 09:20:45","0",3,NULL,NULL,"CAPTAIN THANASIS I  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.968645","151.21358999999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"319270200","0","0","2024-10-04 09:20:45","0",1,NULL,NULL,"LANCE               ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86260166666667","151.19478333333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503334000","0","0","2024-10-04 09:20:46","0",3,NULL,NULL,"MERCATOR 1          ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.841638333333336","151.19314",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503055050","0","0","2024-10-04 09:20:48","0",1,NULL,NULL,"VICTOR CHANG        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.860685000000004","151.21135333333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503345300","0","0","2024-10-04 09:20:51","0",3,NULL,NULL,"FISHBURN            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.84135333333333","151.17518833333332",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503156890","0","0","2024-10-04 09:20:51","0",1,NULL,NULL,"GIRAWAA             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.855736666666665","151.20292",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503053140","0","0","2024-10-04 09:20:52","0",1,NULL,NULL,"FRED HOLLOWS        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85729333333333","151.19639833333335",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106740","0","0","2024-10-04 09:20:54","0",3,NULL,NULL,"LIZ ELLIS           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85545333333333","151.18789333333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503345100","0","0","2024-10-04 09:20:58","0",1,NULL,NULL,"BORROWDALE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.861036666666664","151.211825",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503345200","0","0","2024-10-04 09:20:58","0",1,NULL,NULL,"CHARLOTTE           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.8606","151.21081333333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503000196","0","0","2024-10-04 09:20:58","0",1,NULL,NULL,"THE JACKSON         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86620333333333","151.20081333333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503077160","0","0","2024-10-04 09:21:00","0",1,NULL,NULL,"SL MARTINIQUE       ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.98100166666667","151.20986666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"538010363","0","0","2024-10-04 09:21:01","0",1,NULL,NULL,"SABRINA GLORY       ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-34.000508333333336","151.20993833333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503695300","0","0","2024-10-04 09:21:01","0",1,NULL,NULL,"PV SEVER            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.9929","151.21922666666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106810","0","0","2024-10-04 09:21:02","0",1,NULL,NULL,"CLONTARF            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.827481666666664","151.27313",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503016950","0","0","2024-10-04 09:21:10","0",1,NULL,NULL,"PV SINCLAIR         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.968466666666664","151.22050666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503241900","0","0","2024-10-04 09:21:10","0",1,NULL,NULL,"NICOLE LIVINGSTONE  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.817766666666664","151.04233333333335",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503605000","0","0","2024-10-04 09:21:10","0",1,NULL,NULL,"QUEENSCLIFF         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85537","151.18826666666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503012800","0","0","2024-10-04 09:21:10","0",1,NULL,NULL,"OSCAR 2             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.87012333333333","151.18719000000002",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"636015685","0","0","2024-10-04 09:21:10","0",3,NULL,NULL,"GSL CHRISTEL ELISABE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.971109999999996","151.21394999999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"538010110","0","0","2024-10-04 09:21:11","0",3,NULL,NULL,"TS TIANJIN          ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.960816666666666","151.19924166666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"518378000","0","0","2024-10-04 09:21:13","0",1,NULL,NULL,"SOREN LARSEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.864693333333335","151.18121666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"311000890","0","0","2024-10-04 09:21:13","0",3,NULL,NULL,"ELANORA             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.864799999999995","151.18296666666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106690","0","0","2024-10-04 09:21:20","0",3,NULL,NULL,"CHERYL SALISBURY    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85804","151.19894666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"636012254","0","0","2024-10-04 09:21:20","0",3,NULL,NULL,"YM SUCCESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.969366666666666","151.21881666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503783000","0","0","2024-10-04 09:21:23","0",3,NULL,NULL,"SVITZER SWIFT       ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96736833333333","151.21953166666665",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"228406800","0","0","2024-10-04 09:21:29","0",3,NULL,NULL,"FREYCINET           ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.97302666666666","151.21099",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503702700","0","0","2024-10-04 09:21:33","0",3,NULL,NULL,"WAREE               ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85567","151.18921",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503114780","0","0","2024-10-04 09:21:36","0",3,NULL,NULL,"OCEANA              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86963","151.18024166666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503100450","0","0","2024-10-04 09:21:36","0",1,NULL,NULL,"OLIVE COTTON        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.843473333333336","151.14334666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503106790","0","0","2024-10-04 09:21:39","0",3,NULL,NULL,"BALMORAL            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.860683333333334","151.2119066666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503067480","0","0","2024-10-04 09:21:42","0",3,NULL,NULL,"CRYSTAL LADY        ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86964","151.18158499999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503603000","0","0","2024-10-04 09:21:45","0",3,NULL,NULL,"FRESHWATER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.80059666666667","151.28355000000002",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503000000","0","0","2024-10-04 09:21:47","0",3,NULL,NULL,"TEST                ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.767430000000004","151.27320833333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"477811100","0","0","2024-10-04 09:22:00","0",3,NULL,NULL,"OOCL ITALY          ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.963550000000005","151.2000833333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"229955000","0","0","2024-10-04 09:22:01","0",3,NULL,NULL,"CMA CGM SEATTLE     ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.96943666666667","151.21030166666665",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503858116","0","0","2024-10-04 09:22:15","0",3,NULL,NULL,"SVITZER WARANG      ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.967665","151.22010833333334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503046120","0","0","2024-10-04 09:22:17","0",3,NULL,NULL,"CATHERINE HAMLIN    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85138666666667","151.20886166666665",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503039350","0","0","2024-10-04 09:22:21","0",3,NULL,NULL,"RHEMTIDE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86386666666667","151.19544833333333",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503352000","0","0","2024-10-04 09:22:35","0",3,NULL,NULL,"BULLARA             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85632666666667","151.18859666666668",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503042780","0","0","2024-10-04 09:23:04","0",3,NULL,NULL,"GHOST II            ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86934","151.25626499999998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503702600","0","0","2024-10-04 09:23:10","0",3,NULL,NULL,"ELWING              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.85579666666667","151.18920500000002",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"319106500","0","0","2024-10-04 09:28:54","0",3,NULL,NULL,"BOMBALA             ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-33.86790666666666","151.25591",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"538009831","0","0","2024-10-04 09:32:22","0",1,NULL,NULL,"GOOD PROSPECT       ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-27.362833333333334","153.1769",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"311001225","0","0","2024-10-04 09:32:22","0",3,NULL,NULL,"CONNEMARA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-41.225633333333334","174.15132",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"636023414","0","0","2024-10-04 09:32:24","0",1,NULL,NULL,"CENTURION GORYO     ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-37.642955","176.18157166666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"512004656","0","0","2024-10-04 09:32:25","0",1,NULL,NULL,"D6                  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-36.84073333333333","174.7675866666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"512071000","0","0","2024-10-04 09:32:27","0",1,NULL,NULL,"ARATERE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-41.34751666666667","174.56802000000002",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503709000","0","0","2024-10-04 09:32:27","0",1,NULL,NULL,"MINJERRIBAH         ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-27.539816666666663","153.31864",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"512003558","0","0","2024-10-04 09:32:31","0",1,NULL,NULL,"TAPUHI              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-41.28099333333333","174.78126833333332",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"512211150","0","0","2024-10-04 09:32:34","0",3,NULL,NULL,"KAIANA              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-41.282745","174.00485166666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"512004996","0","0","2024-10-04 09:32:35","0",1,NULL,NULL,"PILOTVESSEL WAKATERE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-36.843155","174.77595666666667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"309764000","0","0","2024-10-04 09:32:36","0",1,NULL,NULL,"KITE ARROW",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-40.758158333333334","174.34268166666666",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"352003575","0","0","2024-10-04 09:32:36","0",1,NULL,NULL,"MAERSK FORTALEZA    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","-39.86080833333333","172.62276666666668",NULL,NULL,NULL,NULL,NULL,NULL,NULL
